ACCOUNTID,Account Name,Account Owner Id,Account Owner,Account Type,Industry,Website,Tasks Involved,Events Involved,Calls Involved,Activities Involved
1976,Patterson-Fletcher,1010,Augustine Paul,Customer,Government/Military,DeluxeOption.com,No,No,No,No
1977,Childrens Bargain Town,1003,Lazar Mathew,Customer,Education,DiscountCommunities.com,No,No,No,No
1978,Mighty Casey's,1001,Rozario Diego,Customer,Technology,FlyCds.com,No,No,No,No
1979,Parts America,1007,David Love,Customer,Technology,UniversalSpecialist.com,Yes,No,No,Yes
1980,Value Giant,1008,Roger Terrence,Prospect,Pharma,WindowModel.com,Yes,No,No,Yes
1981,Pro Star Garden Management,1001,Rozario Diego,Customer,Financial Services,TennisMixer.com,No,No,No,No
1982,Coffey's Market,1006,Harold Pawlan,Customer,Education,MortgageShows.com,Yes,No,No,Yes
1983,Laura Ashley Mother & Child,1005,Jasmine Frank,Customer,Service Provider,InsuranceBlogging.com,No,No,No,No
1984,Dun Rite Lawn Care,1001,Rozario Diego,Customer,Financial Services,SymbolBlog.com,No,No,No,No
1985,Belle Lady,1010,Augustine Paul,Customer,Manufacturing,MobileGyms.com,Yes,Yes,No,Yes
1986,Kohl's Food Stores,1010,Augustine Paul,Customer,Service Provider,SkiSurfers.com,Yes,Yes,No,Yes
1987,Smitty's Marketplace,1003,Lazar Mathew,Customer,Pharma,TreatmentWindow.com,Yes,Yes,No,Yes
1988,Wells & Wade,1010,Augustine Paul,Customer,Manufacturing,BackupDeals.com,No,No,No,No
1989,Shoe Pavilion,1005,Jasmine Frank,Prospect,Pharma,RetroFlavor.com,No,No,No,No
1990,Shoe Kicks,1006,Harold Pawlan,Customer,Government/Military,DiscountWipes.com,Yes,Yes,No,Yes
1991,Better Business Ideas and Services,1005,Jasmine Frank,Customer,Technology,DataMonthly.com,No,No,No,No
1992,Incredible Universe,1010,Augustine Paul,Customer,Service Provider,PodInsider.com,Yes,Yes,No,Yes
1993,Bodega Club,1010,Augustine Paul,Customer,Financial Services,ContactLocations.com,Yes,Yes,No,Yes
1994,Maurice The Pants Man,1001,Rozario Diego,Customer,Education,FilmFranchise.com,No,No,No,No
1995,Adaptas,1003,Lazar Mathew,Customer,Education,PopularScape.com,No,No,No,No
1996,Piece Goods Fabric,1001,Rozario Diego,Prospect,Education,PointTag.com,No,No,No,No
1997,ABC Markets,1001,Rozario Diego,Customer,Financial Services,QuarterReporter.com,Yes,Yes,No,Yes
1998,Rainbow Life,1011,Tina Thomas,Prospect,Communications,TownRank.com,No,No,No,No
1999,Balanced Fortune,1008,Roger Terrence,Prospect,Consulting,GeoBased.com,Yes,Yes,No,Yes
2000,Laughner's Cafeteria,1005,Jasmine Frank,Customer,Manufacturing,MonetizationInformation.com,Yes,No,No,Yes
2001,Strategic Profit,1008,Roger Terrence,Customer,Consulting,CashTravels.com,Yes,Yes,No,Yes
2002,Gino's Hamburgers,1004,Pete Zachariah,Customer,Pharma,StoryPortfolio.com,Yes,Yes,No,Yes
2003,Profitpros,1009,Thomas Mondrake,Customer,Consulting,VDistrict.com,No,No,No,No
2004,Clemens Markets,1002,Santa Cruz Clara,Prospect,Manufacturing,VoipVentures.com,Yes,Yes,No,Yes
2005,Harvest Foods,1007,David Love,Prospect,Manufacturing,VerifiedNumbers.com,Yes,No,No,Yes
2006,Gamma Gas,1007,David Love,Customer,Education,ForeclosureConference.com,No,No,No,No
2007,Sherman's,1001,Rozario Diego,Customer,Consulting,NonSoap.com,No,No,No,No
2008,Leath Furniture,1010,Augustine Paul,Customer,Service Provider,RoboAge.com,No,No,No,No
2009,Williams Bros.,1008,Roger Terrence,Customer,Consulting,NumericNews.com,No,No,No,No
2010,Super Shops,1007,David Love,Prospect,Communications,DebtInspector.com,Yes,No,Yes,Yes
2011,Jackhammer Technologies,1006,Harold Pawlan,Prospect,Manufacturing,PopulationGame.com,Yes,No,No,Yes
2012,Present Company,1008,Roger Terrence,Prospect,Government/Military,WebSocialite.com,No,No,No,No
2013,Wag's,1001,Rozario Diego,Prospect,Education,SiliconSchools.com,Yes,Yes,No,Yes
2014,Thrift Auto Parts,1011,Tina Thomas,Customer,IT Services,GlutenResearch.com,Yes,Yes,No,Yes
2015,First Rate Choice,1009,Thomas Mondrake,Customer,Service Provider,AnonymousTalk.com,Yes,No,Yes,Yes
2016,Montana's Cookhouse,1010,Augustine Paul,Customer,Technology,TotalActor.com,Yes,No,No,Yes
2017,Childrens Bargain Town,1009,Thomas Mondrake,Customer,Government/Military,DashboardExpress.com,No,No,No,No
2018,Realty Solution,1011,Tina Thomas,Customer,Manufacturing,SprintSale.com,No,No,No,No
2019,Alpha Beta,1009,Thomas Mondrake,Prospect,IT Services,CosmeticPhotography.com,No,No,No,No
2020,Advansed Teksyztems,1003,Lazar Mathew,Prospect,Consulting,Journalville.com,Yes,Yes,No,Yes
2021,Scotty's Builders Supply,1005,Jasmine Frank,Customer,Communications,OnlyDirectories.com,No,No,No,No
2022,Square Circle,1002,Santa Cruz Clara,Prospect,IT Services,WirelessDialog.com,Yes,Yes,No,Yes
2023,Enviro Architectural Designs,1001,Rozario Diego,Prospect,Communications,DentalLaws.com,No,No,No,No
2024,A.J. August Fashion Wear,1004,Pete Zachariah,Prospect,Government/Military,FujiLinks.com,No,No,No,No
2025,Golden's Distributors,1002,Santa Cruz Clara,Prospect,Pharma,DayMotel.com,No,No,No,No
2026,Cut Above,1003,Lazar Mathew,Customer,Education,GetSuite.com,No,No,No,No
2027,New World,1004,Pete Zachariah,Prospect,Pharma,AccurateFinder.com,No,No,No,No
2028,Buck Alley Lumber,1003,Lazar Mathew,Customer,Consulting,SeniorPackages.com,No,No,No,No
2029,Mars Music,1003,Lazar Mathew,Prospect,Financial Services,CosmeticClass.com,No,No,No,No
2030,Nan Duskin,1001,Rozario Diego,Customer,Service Provider,MacroCodes.com,,,,
2031,Affinity Investment Group,1007,David Love,Prospect,Pharma,StrictlyCoupons.com,,,,
2032,Naturohair,1011,Tina Thomas,Customer,IT Services,PimpleGel.com,,,,
2033,Muscle Factory,1004,Pete Zachariah,Customer,IT Services,WholesaleAccounts.com,,,,
2034,Father & Son,1005,Jasmine Frank,Prospect,Technology,LazySprings.com,,,,
2035,Sunny's Surplus,1002,Santa Cruz Clara,Prospect,Consulting,PlannerPros.com,,,,
2036,Red Owl,1011,Tina Thomas,Customer,Consulting,InstantToner.com,,,,
2037,Total Yard Maintenance,1011,Tina Thomas,Customer,Consulting,PokerProperties.com,,,,
2038,Oshman's,1002,Santa Cruz Clara,Customer,Financial Services,CartRepairs.com,,,,
2039,Awthentikz,1009,Thomas Mondrake,Customer,Communications,ConfidentialJournal.com,,,,
2040,You Are Successful,1008,Roger Terrence,Prospect,Education,BeachActivity.com,,,,
2041,Dun Rite Lawn Maintenance,1008,Roger Terrence,Prospect,Financial Services,StationeryDownloads.com,,,,
2042,Dream Home Improvements,1004,Pete Zachariah,Customer,Pharma,LeadFinding.com,,,,
2043,Service Merchandise,1004,Pete Zachariah,Customer,Pharma,DoctorIL.com,,,,
2044,Keeney's,1008,Roger Terrence,Customer,Manufacturing,TexasPsychiatrists.com,,,,
2045,Personal & Corporate Design,1003,Lazar Mathew,Customer,Education,Shruo.com,,,,
2046,Computer City,1001,Rozario Diego,Customer,Manufacturing,StLouisSuburbs.com,,,,
2047,O.K. Fairbanks,1007,David Love,Prospect,IT Services,AnalystExam.com,,,,
2048,Pioneer Chicken,1011,Tina Thomas,Prospect,Pharma,MaleWeight.com,,,,
2049,Asian Plan,1001,Rozario Diego,Prospect,Financial Services,OnSiteLending.com,,,,
2050,Newhair,1005,Jasmine Frank,Customer,Communications,PoolFood.com,,,,
2051,Alladin's Lamp,1002,Santa Cruz Clara,Customer,Service Provider,TVIncentives.com,,,,
2052,Thrift Auto Parts,1006,Harold Pawlan,Customer,Government/Military,BroadcastTower.com,,,,
2053,Just For Feet,1007,David Love,Prospect,Manufacturing,HybridSets.com,,,,
2054,One-Up Realty,1002,Santa Cruz Clara,Customer,Service Provider,HospitalVisitor.com,,,,
2055,Circuit City,1009,Thomas Mondrake,Prospect,Service Provider,MailLocators.com,,,,
2056,Multi Tech Development,1008,Roger Terrence,Prospect,Government/Military,BraveShare.com,,,,
2057,The Sample,1005,Jasmine Frank,Prospect,Consulting,PodTrade.com,,,,
2058,Planet Pizza,1002,Santa Cruz Clara,Customer,IT Services,AdvertisingTour.com,,,,
2059,Twin Electronics,1011,Tina Thomas,Customer,IT Services,DualJobs.com,,,,
2060,Netaid,1008,Roger Terrence,Prospect,Government/Military,FeedbackRankings.com,,,,
2061,Edge Garden Services,1002,Santa Cruz Clara,Prospect,Financial Services,GrandTires.com,,,,
2062,Waves Music,1006,Harold Pawlan,Prospect,Education,DivorceAlert.com,,,,
2063,Mikrotechnic,1007,David Love,Prospect,Technology,VoipClass.com,,,,
2064,Your Choices,1006,Harold Pawlan,Customer,Technology,TowLess.com,,,,
2065,Bold Ideas,1011,Tina Thomas,Prospect,Education,CurrentFix.com,,,,
2066,National Hardgoods Distributors,1008,Roger Terrence,Prospect,Consulting,SplashChannel.com,,,,
2067,Wise Solutions,1005,Jasmine Frank,Prospect,Consulting,WeatherProduct.com,,,,
2068,Heilig-Meyers,1010,Augustine Paul,Prospect,Financial Services,StrategyVenture.com,,,,
2069,Envirotecture Design Service,1010,Augustine Paul,Prospect,Government/Military,AutismMeds.com,,,,
2070,Golden's Distributors,1002,Santa Cruz Clara,Prospect,Consulting,PortableShoes.com,,,,
2071,Camelot Music,1007,David Love,Prospect,Manufacturing,LoyaltyUs.com,,,,
2072,Kragen Auto Parts,1006,Harold Pawlan,Prospect,Pharma,ResidentialBuyer.com,,,,
2073,Coconut's,1005,Jasmine Frank,Customer,Technology,RemovalSearch.com,,,,
2074,Micro Design,1010,Augustine Paul,Prospect,Government/Military,KansasCityVisitors.com,,,,
2075,Asian Fusion,1003,Lazar Mathew,Customer,Financial Services,TraditionalRingtones.com,,,,
2076,Independent Wealth Management,1008,Roger Terrence,Customer,Education,LavishToys.com,,,,
2077,L' Fish,1011,Tina Thomas,Customer,Communications,MacroMortgage.com,,,,
2078,Paul's Record Hut,1010,Augustine Paul,Prospect,Technology,RocknRollConcert.com,,,,
2079,Jeans Unlimited,1007,David Love,Prospect,Technology,MortgageCulture.com,,,,
2080,Weatherill's,1011,Tina Thomas,Customer,Government/Military,ParentingData.com,,,,
2081,Erlebacher's,1003,Lazar Mathew,Prospect,Communications,BayOffers.com,,,,
2082,The White Rabbit,1009,Thomas Mondrake,Customer,Pharma,ScubaPlex.com,,,,
2083,Odyssey Records & Tapes,1006,Harold Pawlan,Customer,Service Provider,AgencySpa.com,,,,
2084,Crazy Eddie,1009,Thomas Mondrake,Prospect,Manufacturing,RenaissanceDirectory.com,,,,
2085,Quality Realty Service,1011,Tina Thomas,Prospect,Manufacturing,PoweredPoint.com,,,,
2086,Widdmann,1003,Lazar Mathew,Customer,Pharma,MysteryOffers.com,,,,
2087,Rose Records,1006,Harold Pawlan,Customer,Communications,BlackjackCoupons.com,,,,
2088,Netstars Matrix Design,1005,Jasmine Frank,Customer,Pharma,Coldpedia.com,,,,
2089,Sunburst Garden Management,1007,David Love,Customer,Technology,NastyBlow.com,,,,
2090,The Original House of Pies,1006,Harold Pawlan,Customer,IT Services,PolicyShare.com,,,,
2091,Wherehouse Music,1003,Lazar Mathew,Customer,Government/Military,TrademarkGolf.com,,,,
2092,Best Products,1002,Santa Cruz Clara,Prospect,Government/Military,DomainConfessions.com,,,,
2093,Weingarten's,1006,Harold Pawlan,Customer,IT Services,MovieNumbers.com,,,,
2094,Chandlers,1004,Pete Zachariah,Customer,Technology,CreditSheriff.com,,,,
2095,The Sample,1005,Jasmine Frank,Prospect,Consulting,MailLocators.com,,,,
2096,Pro Property Maintenance,1001,Rozario Diego,Prospect,Communications,CameraAids.com,,,,
2097,Loblaws,1004,Pete Zachariah,Customer,IT Services,CommissionCafe.com,,,,
2098,Sagebrush,1009,Thomas Mondrake,Prospect,Financial Services,AnonymousWriter.com,,,,
2099,Terra,1004,Pete Zachariah,Customer,Service Provider,PromotionalBoxes.com,,,,
2100,,1003,Lazar Mathew,Prospect,Education,BreadSandwich.com,,,,
2101,Grossman's,1008,Roger Terrence,Customer,IT Services,CopierBusiness.com,,,,
2102,Checker Auto Parts,1002,Santa Cruz Clara,Customer,Education,NightlifeExpo.com,,,,
2103,Eli Moore Inc,1007,David Love,Prospect,Government/Military,SelfRestore.com,,,,
2104,Gamble-Skogmo,1002,Santa Cruz Clara,Prospect,Pharma,MoveToReno.com,,,,
2105,Liberty Wealth Planner,1001,Rozario Diego,Customer,Education,SecuredTickets.com,,,,
2106,Wealthy Ideas,1002,Santa Cruz Clara,Customer,Technology,SpaDip.com,,,,
2107,National Tea,1003,Lazar Mathew,Prospect,Consulting,CamouflagePro.com,,,,
2108,Courtesy Hardware Store,1008,Roger Terrence,Customer,Service Provider,URLJobs.com,,,,
2109,Destiny Realty Solutions,1002,Santa Cruz Clara,Prospect,Consulting,GeneBlogs.com,,,,
2110,Custom Lawn Service,1011,Tina Thomas,Prospect,Technology,CoedClass.com,,,,
2111,Gov Mart,1002,Santa Cruz Clara,Prospect,Communications,BowlTeams.com,,,,
2112,Flexus,1008,Roger Terrence,Prospect,Consulting,CloudGrade.com,,,,
2113,Office Warehouse,1011,Tina Thomas,Customer,Service Provider,SocialFulfillment.com,,,,
2114,WWW Realty,1005,Jasmine Frank,Customer,Service Provider,AromatherapyCrystals.com,,,,
2115,Rivera Property Maintenance,1002,Santa Cruz Clara,Prospect,Education,FilmFreelancer.com,,,,
2116,Omni Architectural Designs,1004,Pete Zachariah,Prospect,Education,NoveltyLinks.com,,,,
2117,Computer City,1005,Jasmine Frank,Prospect,IT Services,PhysicalDelivery.com,,,,
2118,Cavages,1001,Rozario Diego,Customer,Education,FurnitureEnthusiast.com,,,,
2119,Pro Property Maintenance,1006,Harold Pawlan,Customer,Manufacturing,KansasCityVisitors.com,,,,
2120,Giant Open Air,1011,Tina Thomas,Customer,Service Provider,MusicRelay.com,,,,
2121,Big A Auto Parts,1008,Roger Terrence,Prospect,Consulting,AudioFail.com,,,,
2122,Wholesale Club Inc.,1001,Rozario Diego,Customer,IT Services,DigitalStatues.com,,,,
2123,Network Air,1010,Augustine Paul,Customer,Communications,PreMembers.com,,,,
2124,Ole's,1005,Jasmine Frank,Prospect,Financial Services,EternalVitamin.com,,,,
2125,Northern Star,1005,Jasmine Frank,Prospect,Manufacturing,StealthIdea.com,,,,
2126,Cavages,1009,Thomas Mondrake,Customer,Government/Military,SeeGreatBritain.com,,,,
2127,FlowerTime,1003,Lazar Mathew,Prospect,Pharma,MarathonKit.com,,,,
2128,Specific Appraisals,1007,David Love,Prospect,Service Provider,WindRating.com,,,,
2129,Record World,1004,Pete Zachariah,Prospect,Communications,GuyHumor.com,,,,
2130,Gas Legion,1008,Roger Terrence,Customer,IT Services,FindSignal.com,,,,
2131,Big Star Markets,1001,Rozario Diego,Prospect,Service Provider,CardPacket.com,,,,
2132,Adray,1003,Lazar Mathew,Prospect,Government/Military,UKRank.com,,,,
2133,Simply Appraisals,1011,Tina Thomas,Prospect,Technology,AntiHot.com,,,,
2134,Keeney's,1008,Roger Terrence,Customer,Communications,FriendFail.com,,,,
2135,Destiny Realty Solutions,1002,Santa Cruz Clara,Customer,IT Services,MaleBarber.com,,,,
2136,Briazz,1009,Thomas Mondrake,Customer,Service Provider,HybridShops.com,,,,
2137,Janeville,1004,Pete Zachariah,Customer,Technology,GeoSpecials.com,,,,
2138,Budget Power,1002,Santa Cruz Clara,Customer,Technology,EyeReporter.com,,,,
2139,Wickes Furniture,1001,Rozario Diego,Customer,Service Provider,ScannerFone.com,,,,
2140,K's Merchandise,1001,Rozario Diego,Customer,Pharma,AromatherapyJobs.com,,,,
2141,Sears Homelife,1007,David Love,Customer,Pharma,ValleyBlogger.com,,,,
2142,Lawnscape Garden Maintenance,1009,Thomas Mondrake,Customer,IT Services,CinemaBiz.com,,,,
2143,Crown Books,1001,Rozario Diego,Customer,Financial Services,ToyCasa.com,,,,
2144,Mr. Steak,1009,Thomas Mondrake,Prospect,Government/Military,SpainRates.com,,,,
2145,Block Distributors,1004,Pete Zachariah,Prospect,IT Services,HelicopterParking.com,,,,
2146,Garden Guru,1005,Jasmine Frank,Prospect,Consulting,WeatherPlanners.com,,,,
2147,Muirhead's,1002,Santa Cruz Clara,Customer,Pharma,BroadcastLocal.com,,,,
2148,Circuit Design,1009,Thomas Mondrake,Customer,Consulting,WritingApps.com,,,,
2149,Your Choices,1005,Jasmine Frank,Prospect,Financial Services,HurricanePlane.com,,,,
2150,Play Town,1008,Roger Terrence,Customer,Government/Military,FavoriteTech.com,,,,
2151,Rite Solution,1008,Roger Terrence,Customer,Technology,RadioWedding.com,,,,
2152,Simply Appraisals,1001,Rozario Diego,Prospect,IT Services,EducationalAnalysis.com,,,,
2153,Vibrant Man,1008,Roger Terrence,Prospect,Communications,GeoFever.com,,,,
2154,Jack Lang,1007,David Love,Prospect,Communications,WithoutWireless.com,,,,
2155,Maxaprofit,1006,Harold Pawlan,Customer,Technology,RagingGaming.com,,,,
2156,Paper Cutter,1002,Santa Cruz Clara,Customer,Manufacturing,LocationCalculator.com,,,,
2157,Infinite Wealth,1004,Pete Zachariah,Prospect,Government/Military,AnimeThings.com,,,,
2158,Showbiz Pizza Place,1008,Roger Terrence,Prospect,Manufacturing,AliveParty.com,,,,
2159,Newhair,1008,Roger Terrence,Customer,IT Services,CoopReviews.com,,,,
2160,Father & Son,1007,David Love,Prospect,Government/Military,JudgeRules.com,,,,
2161,Play Town,1005,Jasmine Frank,Customer,Education,SaltLakeCityCabs.com,,,,
2162,Irving's Sporting Goods,1008,Roger Terrence,Customer,Financial Services,CookieSearch.com,,,,
2163,Wealth Zone Group,1009,Thomas Mondrake,Customer,Technology,ClassDiscount.com,,,,
2164,Earthworks Garden Kare,1004,Pete Zachariah,Prospect,Education,CondoTip.com,,,,
2165,Megatronic,1004,Pete Zachariah,Customer,Government/Military,InvestmentRankings.com,,,,
2166,Grade A Investment,1011,Tina Thomas,Customer,Government/Military,BloggingSocial.com,,,,
2167,One-Up Realty,1002,Santa Cruz Clara,Customer,Consulting,ReverseYears.com,,,,
2168,Simple Solutions,1007,David Love,Customer,Financial Services,LearnNames.com,,,,
2169,Friendly Interior Design,1001,Rozario Diego,Prospect,Government/Military,HospitalDigest.com,,,,
2170,Pleasures and Pasttimes,1002,Santa Cruz Clara,Prospect,Communications,CriticalNames.com,,,,
2171,Exact Solutions,1002,Santa Cruz Clara,Prospect,Government/Military,WeirdApps.com,,,,
2172,Gantos,1005,Jasmine Frank,Prospect,Financial Services,BackupContact.com,,,,
2173,J. K. Gill Company,1007,David Love,Customer,IT Services,WeirdApps.com,,,,
2174,Maurice The Pants Man,1006,Harold Pawlan,Prospect,Consulting,OrganBlog.com,,,,
2175,Chargepal,1006,Harold Pawlan,Prospect,Manufacturing,DotOffers.com,,,,
2176,Rainbow Records,1007,David Love,Prospect,Consulting,RockyStore.com,,,,
2177,Grodins,1006,Harold Pawlan,Customer,Technology,FamilyPasses.com,,,,
2178,System Star Solutions,1002,Santa Cruz Clara,Customer,Government/Military,SiliconSchools.com,,,,
2179,Magna Architectural Design,1001,Rozario Diego,Customer,Financial Services,BodFood.com,,,,
2180,American Appliance,1004,Pete Zachariah,Prospect,Financial Services,GetTronics.com,,,,
2181,Burstein-Applebee,1002,Santa Cruz Clara,Prospect,Manufacturing,NextBlogger.com,,,,
2182,Fedco,1007,David Love,Customer,Communications,SeekLists.com,,,,
2183,LaBelle's,1001,Rozario Diego,Prospect,Consulting,PopBooth.com,,,,
2184,Capitalcorp,1007,David Love,Customer,Communications,CellJet.com,,,,
2185,House of Gas,1007,David Love,Prospect,Service Provider,NerdMovement.com,,,,
2186,Exact Solutions,1002,Santa Cruz Clara,Customer,Financial Services,StrangeForums.com,,,,
2187,Plan Smart,1010,Augustine Paul,Customer,Manufacturing,CallingWireless.com,,,,
2188,Farmer Jack,1002,Santa Cruz Clara,Customer,Financial Services,BloggingTour.com,,,,
2189,Vibrant Man,1009,Thomas Mondrake,Customer,IT Services,ToyInspections.com,,,,
2190,Thrift Auto Parts,1008,Roger Terrence,Customer,Pharma,ABCExam.com,,,,
2191,McMahan's Furniture,1010,Augustine Paul,Customer,Financial Services,ArmySpy.com,,,,
2192,Konsili,1007,David Love,Customer,Service Provider,TravelOdds.com,,,,
2193,Hills Supermarkets,1003,Lazar Mathew,Customer,Pharma,CampWeekly.com,,,,
2194,Wellby,1010,Augustine Paul,Prospect,Government/Military,OptionRunner.com,,,,
2195,Weenie Beenie,1001,Rozario Diego,Customer,Communications,FloodContractors.com,,,,
2196,Patterson-Fletcher,1007,David Love,Prospect,Government/Military,PhotographerEmployment.com,,,,
2197,Asian Answers,1005,Jasmine Frank,Prospect,IT Services,PlannerPros.com,,,,
2198,Advansed Teksyztems,1004,Pete Zachariah,Customer,Pharma,PublicJoke.com,,,,
2199,The White Swan,1010,Augustine Paul,Prospect,Financial Services,ForeclosureConference.com,,,,
2200,Universal Design Partners,1001,Rozario Diego,Customer,IT Services,CivilPride.com,,,,
2201,Chi-Chi's,1011,Tina Thomas,Prospect,Service Provider,FieldResearcher.com,,,,
2202,Standard Brands Paint Company,1004,Pete Zachariah,Customer,Technology,TerrificApps.com,,,,
2203,Sunny's Surplus,1006,Harold Pawlan,Prospect,Service Provider,GreenShreveport.com,,,,
2204,Olympic Sports,1010,Augustine Paul,Customer,Consulting,GotForum.com,,,,
2205,Williams Bros.,1004,Pete Zachariah,Prospect,Government/Military,OpenWeddings.com,,,,
2206,Pup 'N' Taco,1003,Lazar Mathew,Prospect,Technology,OlderPhones.com,,,,
2207,E-zhe Source,1004,Pete Zachariah,Customer,Government/Military,MassAdvertisement.com,,,,
2208,Quality Event Planner,1002,Santa Cruz Clara,Prospect,Technology,BrowserWireless.com,,,,
2209,Handy Dan,1011,Tina Thomas,Customer,Pharma,PearCard.com,,,,
2210,A. L. Price,1004,Pete Zachariah,Customer,Consulting,WorthJet.com,,,,
2211,Frank and Seder,1010,Augustine Paul,Customer,Technology,EscrowEtc.com,,,,
2212,Shoe Kicks,1008,Roger Terrence,Prospect,Financial Services,DoctorArchives.com,,,,
2213,Carl Durfees,1007,David Love,Customer,Technology,OptionListing.com,,,,
